survey_id;account_id;account_text;;;;;;;;;;;;;;;;;;;;;
29;442;[to facilitate] communication between students and lecturer;;;;;;;;;;;;;;;;;;;;;
29;443;[to promote] self-learning;;;;;;;;;;;;;;;;;;;;;
29;444;[to combine] the physical and virtual worlds;;;;;;;;;;;;;;;;;;;;;
29;445;[to allow] learners to learn by doing;;;;;;;;;;;;;;;;;;;;;
29;446;[to enable] multi-sensory learning;;;;;;;;;;;;;;;;;;;;;
29;447;[to enable] learners to quickly receive information;;;;;;;;;;;;;;;;;;;;;
29;448;[to provide] interaction opportunities (student-student);;;;;;;;;;;;;;;;;;;;;
29;449;teacher to assign responsibility to the students, and it allows students to make their own decisions;;;;;;;;;;;;;;;;;;;;;
30;450;AR has the ability to �annotate� the world: to include virtual elements tagging in some way the real world with educational purposes.;;;;;;;;;;;;;;;;;;;;;
30;451;Contextual visualization: to display virtual content according to a specific context.;;;;;;;;;;;;;;;;;;;;;
30;452;Vision-Haptic visualization: to enable embodied interactions with the virtual content.;;;;;;;;;;;;;;;;;;;;;
30;453;used marker�s to control characters in the game (...) used markers in a game board to perform interactions;;;;;;;;;;;;;;;;;;;;;
30;454;limit themselves to information displayed on the device that do not depend on external elements (location, orientation, etc.);;;;;;;;;;;;;;;;;;;;;
30;455;[in a game] students are limited to the QR-Codes (previously arranged by the teacher) that display information and character dialogues;;;;;;;;;;;;;;;;;;;;;
30;456;focused the attention on the human body by projecting, on one student�s body, pictures of [body-related] (...) systems and structures while the student answers questions asked by the game, by pointing to the different parts of their body with the finger.;;;;;;;;;;;;;;;;;;;;;
31;457;students to examine an augmented 3D model (...) in conjunction with a set of real (...) components [associated with it];;;;;;;;;;;;;;;;;;;;;
31;458;virtual reconstruction of heritage;;;;;;;;;;;;;;;;;;;;;
32;459;AR-infused dramatic play;;;;;;;;;;;;;;;;;;;;;
32;460;students (...) travelling with the help of location based AR navigation tool;;;;;;;;;;;;;;;;;;;;;
32;461;Helping elementary students to explore physics concepts by developing liminal blends;;;;;;;;;;;;;;;;;;;;;
32;462;[AR used for] collaborative inquiry learning.;;;;;;;;;;;;;;;;;;;;;
32;463;Using AR to learn vocabulary words;;;;;;;;;;;;;;;;;;;;;
33;464;complex problem solving, which requires weighing multiple variables and situational decision making;;;;;;;;;;;;;;;;;;;;;
33;465;simulate teaching challenges and thus act as a pedagogical tool for the collaborative/cooperative teaching/training program;;;;;;;;;;;;;;;;;;;;;
33;466;if the situation does not predispose for real life training practice due to danger, cost or effort, emergency service personnel can profit from virtual training to train for scenarios in real environment;;;;;;;;;;;;;;;;;;;;;
33;467;VR is also widely used in ergonomic applications, where workplaces are constructed virtually with the help of simulator softwares (...) than they can analyzed to make specific changes in the real workplace environment;;;;;;;;;;;;;;;;;;;;;
33;468;virtual agents/avatars that act like real personalized and interactive learning partners that sometimes cannot be easily arranged in a real-world;;;;;;;;;;;;;;;;;;;;;
33;469;Some studies suggest that virtual training environments can be used (...) for training specific skills, such as spatial perception, route learning or the reactions in certain emergency situations;;;;;;;;;;;;;;;;;;;;;
33;470;virtual training for action forces such as military or fire fighters should provide first-person experiences and situated learning without time for conscious thoughts, but with the possibility of gaining knowledge;;;;;;;;;;;;;;;;;;;;;
33;471;One of the uses of VR can be helping those with autism to lessen social anxiety and frustration and improve academic and social skills;;;;;;;;;;;;;;;;;;;;;
33;472;VR can be used for social training and provide safe and unlimited contexts to practice social scenarios;;;;;;;;;;;;;;;;;;;;;
33;473;VR environments (...) [to] help individuals with autism disorders (...) knowing when to initiate conversation, what other person feels, choosing appropriate seat;;;;;;;;;;;;;;;;;;;;;
33;474;exploration of hidden phenomena, distant locations and manipulation of otherwise immutable objects;;;;;;;;;;;;;;;;;;;;;
33;475;3D animations can be used to teach students various procedures and mechanisms for carrying out specific tasks;;;;;;;;;;;;;;;;;;;;;
33;476;permitting multiple perspectives and situated performance;;;;;;;;;;;;;;;;;;;;;
33;477;adequate instructions can be adapted to pre-training, during-training and post-training phase;;;;;;;;;;;;;;;;;;;;;
33;478;debriefings during and/or after a training session, where individuals reflect on the training, to foster transfer of such complex team tasks;;;;;;;;;;;;;;;;;;;;;
33;479;It is important for the emotional state to be invoked during training and it should be as close to emotional state trainees would confront during and actual operation as possible, because of the strong effect of emotions on decision-making, learning and problem-solving;;;;;;;;;;;;;;;;;;;;;
33;480;the context of the virtual training task should be as close and similar to the task in reality as possible;;;;;;;;;;;;;;;;;;;;;
33;481;structuring virtual learning according to psychological factors along with fidelity to real equipment;;;;;;;;;;;;;;;;;;;;;
33;482;assessing the level of relevance and value of training to trainees to find out the usefulness of training content to them;;;;;;;;;;;;;;;;;;;;;
33;483;Direct manipulation of objects in virtual environment may promote development of �embodied�, multi-modal mental representations of represented objects;;;;;;;;;;;;;;;;;;;;;
34;484;The design crew builds the entire game world and storyline, while the �Puppet Master� who plays as the Non-Player Character (NPC) in charge of narrating the storyline to players;;;;;;;;;;;;;;;;;;;;;
34;485;design is that �this is not a game� (...), which allows the players to shift between the real world and the fictional realm by themselves.;;;;;;;;;;;;;;;;;;;;;
34;486;Steady and ongoing progress and tangible rewards;;;;;;;;;;;;;;;;;;;;;
34;487;regular delivery of problems and events to maintaining engagement, allows the game to be modified and provides space between events for students to reflect;;;;;;;;;;;;;;;;;;;;;
34;488;accommodate a different overarching storyline that may be more appropriate for different age groups, locations, or subject disciplines.;;;;;;;;;;;;;;;;;;;;;
34;489;students� engagement, through aspects such as offering tasks that require students to work together and help each other;;;;;;;;;;;;;;;;;;;;;
34;490;an interdisciplinary learning community in which students worked as a team tasked with developing an alternate reality game that makes an impact;;;;;;;;;;;;;;;;;;;;;
34;491;[influence] behavioral change and tangential learning, with physical activity as a backdrop to gameplay;;;;;;;;;;;;;;;;;;;;;
35;492;using AR technology (...) helping visitors keep their memories of the artwork vivid;;;;;;;;;;;;;;;;;;;;;
35;493;Discovery-based Learning (...) A user is provided with information about a real-world place while simultaneously considering the object of interest.;;;;;;;;;;;;;;;;;;;;;
35;494;Objects Modeling (...) Such applications allow students to receive immediate visual feedback on how a given item would look in a different setting. Some applications also allow students to design virtual objects in order to investigate their physical properties or interactions between objects.;;;;;;;;;;;;;;;;;;;;;
35;495;AR Books (...) offer students 3D presentations and interactive learning experiences through AR technology.;;;;;;;;;;;;;;;;;;;;;
35;496;The support of training individuals in specific tasks is described by Skills Training (...) where each step of a [process] is displayed, necessary tools are identified, and textual instructions are included.;;;;;;;;;;;;;;;;;;;;;
35;497;support a Student-centered Learning approach by providing educators with new possibilities to individualize their lessons according to students� capabilities and by enabling students to learn more independently from educators;;;;;;;;;;;;;;;;;;;;;
35;498;AR technology enables the development of games which take place in the real world and are augmented with virtual information (..) give educators powerful new ways to show relationships and connections.;;;;;;;;;;;;;;;;;;;;;
35;499;opportunity for collaborative communication and problem-solving among students that arose from the augmented reality experience;;;;;;;;;;;;;;;;;;;;;
36;500;AR can visualize in 3D, visualize the invisible, visualize alternative and multiple perspectives;;;;;;;;;;;;;;;;;;;;;
36;501;mobile phones in the AR game in which students play Environmental Detectives the game using GPS that provide students with information about where they are and let them find traces of environmental crimes;;;;;;;;;;;;;;;;;;;;;
36;502;AR to juxtapose Information under exploration by a botanical garden;;;;;;;;;;;;;;;;;;;;;
36;503;allowing students carry out virtual experiments that would otherwise be too expensive or dangerous to do in real life;;;;;;;;;;;;;;;;;;;;;
36;504;user can access various items and options in the game based on where the person is in the real world. ;;;;;;;;;;;;;;;;;;;;;
36;505;Actions carried out in the real world such as distance a user walked affects items in the game.;;;;;;;;;;;;;;;;;;;;;
36;506;"the player can see the real world through the phone's camera, Pok�mon�s to be captured is a virtual 3D figure placed as a virtual layer over the image from the phone's camera. b) the player can interactively in real time try to capture Pok�mon by ""throwing"" a virtual ball against the Pok�mon that appear on screen. c) Pok�mon is a virtual object that is align with the real world so that if the player turns the phone so the image from the real world changes, the virtual Pok�mon appear as part of the real world and move accordingly.";;;;;;;;;;;;;;;;;;;;;
36;507;AR may be used (...) to reduce students' cognitive effort to achieve understanding of a phenomenon;;;;;;;;;;;;;;;;;;;;;
36;508;see the instruction together with the physical object, which makes it less of a need to switch focus between the two;;;;;;;;;;;;;;;;;;;;;
36;509;using AR in IBSE [Inquiry based learning] (...) supports independence in students as they explore and learn on their own;;;;;;;;;;;;;;;;;;;;;
36;510;AR-sci framework for planning, development and evaluation of AR resources for science;;;;;;;;;;;;;;;;;;;;;
37;511;move safely around dangerous places, learning to cope with our emotions while experimenting the best solutions while far away from the real dangers;;;;;;;;;;;;;;;;;;;;;
37;512;areas in which the real situation may not be employed for practice due to lack of access to it;;;;;;;;;;;;;;;;;;;;;
37;513;help teachers in class management;;;;;;;;;;;;;;;;;;;;;
37;514;haptic-augmented simulation in physics;;;;;;;;;;;;;;;;;;;;;
37;515;interactive virtual chemistry lab;;;;;;;;;;;;;;;;;;;;;
37;516;support of the design of ... spatial experiences;;;;;;;;;;;;;;;;;;;;;
37;517;visually represents (...) data;;;;;;;;;;;;;;;;;;;;;
37;518;VR in support of communication between [various professional and/or non-professional roles];;;;;;;;;;;;;;;;;;;;;
37;519;foster the doctor-patient [educator-learner] communication while supporting remote monitoring;;;;;;;;;;;;;;;;;;;;;
37;520;giving the possibility to visualize and simulate events that are not perceivable in real life...not only the visualization, but also the possibility [to do impossible things];;;;;;;;;;;;;;;;;;;;;
37;521;see explanations ... without having to move their heads from the ongoing experiment;;;;;;;;;;;;;;;;;;;;;
37;522;VR system populated with avatars offers a training place for (...) [human-interaction topic] students [i.e. situated learning];;;;;;;;;;;;;;;;;;;;;
37;523;finger tracking to show the practitioners the exact movements of the expert�s fingers;;;;;;;;;;;;;;;;;;;;;
38;524;displays objects and concepts in different ways and at different viewing angles which helps the students to better understand the subjects;;;;;;;;;;;;;;;;;;;;;
38;525;provide training and to plan and guide (...) procedures;;;;;;;;;;;;;;;;;;;;;
38;526;Interactive 3D (...) pictures and haptic feedback;;;;;;;;;;;;;;;;;;;;;
38;527;enabling users to navigate through and slice open 3D representations;;;;;;;;;;;;;;;;;;;;;
38;528;overlay graphics on top of the physical props to visualize these forces [...] invisible to the human eye.;;;;;;;;;;;;;;;;;;;;;
38;529;tracked physical props;;;;;;;;;;;;;;;;;;;;;
38;530;use of a tangible interface metaphor for object manipulation;;;;;;;;;;;;;;;;;;;;;
38;531;augmenting physical props with virtual annotations and illustrations ;;;;;;;;;;;;;;;;;;;;;
38;532;the visualization of interactions (...) as static 2D/3D images and 3D dynamic images (animations) ;;;;;;;;;;;;;;;;;;;;;
38;533;represent and interact with [objects];;;;;;;;;;;;;;;;;;;;;
39;534;Clinical care is also interested in AR because it provides [professionals] with an internal view of [the target], without the need for invasive procedures;;;;;;;;;;;;;;;;;;;;;
39;535;[AR in the role of] Regenerative concept;;;;;;;;;;;;;;;;;;;;;
39;536;[AR in the role of] Navigation/guidance;;;;;;;;;;;;;;;;;;;;;
39;537;[AR in the role of] Feedback;;;;;;;;;;;;;;;;;;;;;
39;538;[AR in the role of] Remote assessment and training;;;;;;;;;;;;;;;;;;;;;
39;539;[AR in the role of] Simulator practice;;;;;;;;;;;;;;;;;;;;;
39;540;[AR in the role of] Innovative [professional] practice;;;;;;;;;;;;;;;;;;;;;
39;541;[AR in the role of] immerse in the scenario;;;;;;;;;;;;;;;;;;;;;
39;542;[AR in the role of] meaningful information;;;;;;;;;;;;;;;;;;;;;
39;543;[AR in the role of] reducing resources;;;;;;;;;;;;;;;;;;;;;
39;544;[AR to enable role-playing in] participatory reality;;;;;;;;;;;;;;;;;;;;;
39;545;"AR in teaching using different forms such as; group setting, self-learning or revision of cases";;;;;;;;;;;;;;;;;;;;;
40;546;[AR] extreme usefulness for increasing the student motivation in the learning process;;;;;;;;;;;;;;;;;;;;;
40;547;the components used in the experiment (...) can be recognized using the camera of a mobile device like a tablet (...) students can see superimposed information;;;;;;;;;;;;;;;;;;;;;
40;548;activities where students can see things that could not be seen in the real world or without a specialized device;;;;;;;;;;;;;;;;;;;;;
40;549;augment information and combining it with contextual information to provide new experiences in language learning;;;;;;;;;;;;;;;;;;;;;
40;550;three main affordances of AR: real world annotation, contextual visualization and vision-haptic visualization.;;;;;;;;;;;;;;;;;;;;;
40;551;[use of] sensors in mobile devices like the accelerometer, gyroscope, digital compass and the possibility of using GPS;;;;;;;;;;;;;;;;;;;;;
40;552;Explaining the topic refers to the use of an AR application in order to support the learning of a specific topic ;;;;;;;;;;;;;;;;;;;;;
40;553;�augment information� refers to the use of AR for providing supplemental material by means of markers placed on printed material that students used to access digital resources;;;;;;;;;;;;;;;;;;;;;
40;554;personalization based on historical training profiles;;;;;;;;;;;;;;;;;;;;;
40;555;personalized process (...) creating location-based interactive learning objects (LILOs);;;;;;;;;;;;;;;;;;;;;
40;556;using AR (...) for explaining a topic of interest as well as providing additional information;;;;;;;;;;;;;;;;;;;;;
41;557;AR system allowed each group of two students to give the values of (...) [parameters]. The system then visualized the simulation (...) of two 3D virtual objects (...) in their mobile phones.;;;;;;;;;;;;;;;;;;;;;
41;558;AR learning system that allowed students to experience interactive (topic) by collaborating with an interactive agent over a real book;;;;;;;;;;;;;;;;;;;;;
41;559;interactive agent coexisted in the real environment, it acted as a problem solving peer support in real time;;;;;;;;;;;;;;;;;;;;;
41;560;The AR can also support many types of communication cues [30], making learning contents easier [26]. In the AR learning environment developed by [29], immediate feedback played an important role;;;;;;;;;;;;;;;;;;;;;
41;561;The aim of this game was to sort through a collection (...)  along with a timeline;;;;;;;;;;;;;;;;;;;;;
41;562;a number of racquets that have AR markers (...) To foster collaborative learning, a large projected surface was used so the whole class could watch and learn together;;;;;;;;;;;;;;;;;;;;;
41;563;"The collaborative element applied here was the AR system itself; each of two 3D virtual cubes has to be controlled by one user. Plus, the simulation process would only start after receiving data from both learners.";;;;;;;;;;;;;;;;;;;;;
41;564;[Collaborative learning approach: ] collaborative approach was an integral part of the AR system;;;;;;;;;;;;;;;;;;;;;
41;565;[Collaborative learning approach: ] collaborative approach was a learning strategy employed by the investigators;;;;;;;;;;;;;;;;;;;;;
41;566;the use of 3D registration of the virtual and real objects in an AR allows users to view the learning content in 3D perspectives.;;;;;;;;;;;;;;;;;;;;;
42;567;Perceptions of instructional time and space, virtual management techniques, and ways of engaging students through virtual communications;;;;;;;;;;;;;;;;;;;;;
42;568;3D IVWs to foster communication and interaction and to facilitate cooperative learning in an online course;;;;;;;;;;;;;;;;;;;;;
42;569;a viable source for synchronous, online course delivery;;;;;;;;;;;;;;;;;;;;;
42;570;stimulating, visual appeal and content (...) [to] invigorate students by creating a divergence from front-taught lessons;;;;;;;;;;;;;;;;;;;;;
42;571;promoting student ownership, that is, freedom from real-world constraints, a sense of responsibility for their own learning, student independence, and empowerment;;;;;;;;;;;;;;;;;;;;;
42;572;identity play;;;;;;;;;;;;;;;;;;;;;
42;573;simulation (reproduction too costly);;;;;;;;;;;;;;;;;;;;;
42;574;community presence (sense of belonging);;;;;;;;;;;;;;;;;;;;;
42;575;observe and replicate modeled behavior;;;;;;;;;;;;;;;;;;;;;
42;576;the distributed 3D environment can allow learners to undertake tasks together, rather than just communicate;;;;;;;;;;;;;;;;;;;;;
42;577;learner can move freely through the environment and view it from any position and model the full physical behavior of objects;;;;;;;;;;;;;;;;;;;;;
42;578;[explore] concepts [which] are abstract and not easily accessible to the senses;;;;;;;;;;;;;;;;;;;;;
42;579;host virtual social interactions and collaborations;;;;;;;;;;;;;;;;;;;;;
42;580;test hypotheses by applying them to an actual project and doing something active without some of the risks and cost of the real world;;;;;;;;;;;;;;;;;;;;;
42;581;[have the students explore] the possibilities for meaningfulness of one�s virtual actions to the real world;;;;;;;;;;;;;;;;;;;;;
42;582;allow for various skills to be practiced and demonstrated virtually;;;;;;;;;;;;;;;;;;;;;
42;583;an immersive (...) museum where students could step into and become part of the artist�s masterpieces.;;;;;;;;;;;;;;;;;;;;;
42;584;Virtual experiential spaces (...) [for] practicing of social skills;;;;;;;;;;;;;;;;;;;;;
42;585;learning in contexts that are impossible or difficult to experience in real life;;;;;;;;;;;;;;;;;;;;;
42;586;the disabled to participate in an experiment or learning environment when they cannot do so otherwise;;;;;;;;;;;;;;;;;;;;;
42;587;a safe place for people with intellectual disabilities to practice skills needed for survival in the real world;;;;;;;;;;;;;;;;;;;;;
42;588;used to prepare students (...) such as in the virtual training of safe street-crossing;;;;;;;;;;;;;;;;;;;;;
42;589;replacing experiments that use hazardous materials or occur too quickly or too slowly to be done in a regular laboratory period and reducing cost;;;;;;;;;;;;;;;;;;;;;
42;590;IVWs (...) to avoid stereotypes and prejudices: Students cannot succumb to social prejudices and role assumptions based on physical appearance (...) because avatars can be customized in an indefinite number of ways;;;;;;;;;;;;;;;;;;;;;
42;591;design and create role-playing video games in a 3D IVW as a supplement to (...) [teachers'] science instruction.;;;;;;;;;;;;;;;;;;;;;
42;592;[virtual worlds] interactive and active teaching as learning activities can take place in dispersed and diversified virtual spaces, defined as transient spaces;;;;;;;;;;;;;;;;;;;;;
42;593;[in a virtual world,] scaffolding by applying a studio-based approach where students regularly discussed their progress with their peers in an open-ended way and where they received support from facilitators;;;;;;;;;;;;;;;;;;;;;
42;594;ensure that educators with an initially negative attitude are presented with compelling evidence of the benefits for virtual learning prior to their first virtual experience;;;;;;;;;;;;;;;;;;;;;
42;595;teachers first try out the virtual student-assigned tasks themselves and develop the ability to troubleshoot because their students may not have the necessary skills to complete activities in a 3D IVW;;;;;;;;;;;;;;;;;;;;;
42;596;An instructor�s willingness to invest time in learning the affordances of a virtual world, spending orientation time in-world, and documenting their learning and experiences (...) is key to developing the skill to troubleshoot;;;;;;;;;;;;;;;;;;;;;
42;597;Alternative [teaching] plans should be handy because technical glitches are unpredictable, even with high-end computers, high-performing graphic cards, and the fastest broadband connection;;;;;;;;;;;;;;;;;;;;;
42;598;The ability to provide continuous scaffolding because more authentic, challenging, and open-ended problems in ill-structured environments can be problematic for students ;;;;;;;;;;;;;;;;;;;;;
42;599;The ability to implement scaffolding guidelines, such as by discussing procedures, goals, clear expectations before a virtual session;;;;;;;;;;;;;;;;;;;;;
42;600;evaluate students� prior experience and technical skills because these factors impact students� attitude towards the use of 3D IVWs in education and will determine the needed amount of scaffolding;;;;;;;;;;;;;;;;;;;;;
42;601;closely collaborate with a technical facilitator;;;;;;;;;;;;;;;;;;;;;
42;602;identify and use creative and visually stimulating (...) virtual spaces rather than sending students to virtual spaces that attempt to replicate the brick and mortar classroom;;;;;;;;;;;;;;;;;;;;;
42;603;recognize the varying functionality of virtual spaces and (...) reflect on which transient space best accommodates which task;;;;;;;;;;;;;;;;;;;;;
42;604;interact with the objects in the 3D environment, (...) to learn by doing, to observe the outcomes of their actions, to test their hypotheses about the world, and to reflect further on their own understanding;;;;;;;;;;;;;;;;;;;;;
42;605;Using a variety of information types in addition to 3D representation (...) to avoid cognitive overload.;;;;;;;;;;;;;;;;;;;;;
42;606;Specific tasks [in virtual worlds] should be carefully defined and supported by student-teacher interaction. ;;;;;;;;;;;;;;;;;;;;;
42;607;Teachers must develop specific expertise and sufficient practical experience of virtual learning in order to support learning processes ideally by becoming a virtual student him- or herself.;;;;;;;;;;;;;;;;;;;;;
42;608;the design of effective teacher training can be inferred: The first step involves convincing teachers of the need of virtual schooling by presenting evidence of the unique affordances of 3D IVWs for education. The second step involves the design of effective teacher training in the use of 3D IVWs based on the following pillars: (a) how to help traditional teachers transform into virtual  teachers through careful scaffolding by more experienced virtual teachers (...), (b) how to acquire the unique skills required to become a successful 3D virtual teacher, and (c) successful modeling of online technology by teacher educators;;;;;;;;;;;;;;;;;;;;;
42;609;examine a curriculum and then decide on the most effective rather than the most appealing method to use technology to improve his or her pedagogy;;;;;;;;;;;;;;;;;;;;;
43;610;provide training and to plan and guide (...) procedures;;;;;;;;;;;;;;;;;;;;;
43;611;To teach and test anatomy knowledge (...);;;;;;;;;;;;;;;;;;;;;
43;612;extend (...) students� spatial awareness in relation to specific [location-related aspects] (...) by enabling users to navigate through and slice open 3D representations;;;;;;;;;;;;;;;;;;;;;
43;613;To provide an efficient way to represent and interact with molecules, leading to a better understanding of the spatial relation between molecules;;;;;;;;;;;;;;;;;;;;;
43;614;To overlay graphics on top of the physical props to visualize these forces (speed, velocity, acceleration, pressure, friction, energy changes) invisible to the human eye.;;;;;;;;;;;;;;;;;;;;;
43;615;show augmented views of the celestial bodies and support learning using spatial visual guides and views from a terrestrial observer;;;;;;;;;;;;;;;;;;;;;
45;616;VR has been used for addressing conditions and situations that are challenging to experience in real life (...) and allow for the acquisition of novel perspectives ;;;;;;;;;;;;;;;;;;;;;
45;617;AR shows potential in supporting informal learning and cooperative thinking;;;;;;;;;;;;;;;;;;;;;
45;618;an installation in which multiple users with HMD were able to interact together with a 3D model in real space;;;;;;;;;;;;;;;;;;;;;
45;619;cooperative learning and co-presence in a blended learning environment (...) facilitation of communication and collaboration;;;;;;;;;;;;;;;;;;;;;
45;620;locating tasks to perform with (...) an HMD-based system;;;;;;;;;;;;;;;;;;;;;
45;621;HMD, a wireless pen, and an interactive panel were used to teach Physics;;;;;;;;;;;;;;;;;;;;;
45;622;combines HMD and motion tracking for staging exploratory field trips;;;;;;;;;;;;;;;;;;;;;
45;623;Students were asked to design an art gallery (...) and introduce it to their peers;;;;;;;;;;;;;;;;;;;;;
45;624;"CAVE system for supporting children with autism in the transition from kindergarten to first grade; emotion recognition, affective expression, and social reciprocity";;;;;;;;;;;;;;;;;;;;;
45;625;IVR experience (CAVE) for training emotional competencies of primary school students with autism;;;;;;;;;;;;;;;;;;;;;
45;626;supports astronomy learning by combining virtual and real objects with the support of concrete information;;;;;;;;;;;;;;;;;;;;;
45;627;use augmented content to enrich learning settings like parks and museums;;;;;;;;;;;;;;;;;;;;;
45;628;used a HMD to visualize ancient (...) buildings and events in their current location;;;;;;;;;;;;;;;;;;;;;
45;629;re-created parts of the Imperial Rome with UMPC cameras and tracking maps;;;;;;;;;;;;;;;;;;;;;
45;630;enlightened the (...) [ancient city] with additional scenes from the past by combining geolocation systems, HMD, and built cameras;;;;;;;;;;;;;;;;;;;;;
45;631;allowed visitors to see from a fixed position a restored version of [ancient city];;;;;;;;;;;;;;;;;;;;;
14;632;to provide direct services through virtual reality or simulation technology (i.e., client interviews, case management skills, identification of discrimination and oppression);;;;;;;;;;;;;;;;;;;;;
45;633;"a hybrid interface in which teachers (assisted by a large 2d monitor and a tracking system) lead students with HMD through immersive experiences; a real-time 3D representation of the instructor is provided within the virtual environments, guiding the interaction in a live space.";;;;;;;;;;;;;;;;;;;;;
45;634;build shared settings in which educators and learners can interact and work together;;;;;;;;;;;;;;;;;;;;;
45;635;delivering IVR lectures;;;;;;;;;;;;;;;;;;;;;
45;636;providing different social scenarios with appropriate feedback;;;;;;;;;;;;;;;;;;;;;
45;637;focused on strategies to raise situational interest about nature;;;;;;;;;;;;;;;;;;;;;
45;638;a museum AR platform that locates and guides visitors with tag scanning, database connections, and significant social features which try to combine maps, additional content, and real visuals for fostering users� understanding of specific places and environments;;;;;;;;;;;;;;;;;;;;;
45;639;a teaching scheme (based on ARCS motivational categories of attention, relevance, confidence, and satisfaction) for educators and students to use AR in creative design in high school teaching/learning;;;;;;;;;;;;;;;;;;;;;
45;640;They combine AR and the face-to-face CSCL (Zurita & Nussbaum, 2004) for leading the use of AR games in classroom.;;;;;;;;;;;;;;;;;;;;;
45;641;A strong emphasis is put on teamwork and collaboration between peers, while the teacher has a central role in supervising group activities;;;;;;;;;;;;;;;;;;;;;
45;642;planning the content to deliver carefully and without redundancies to reduce the cognitive load;;;;;;;;;;;;;;;;;;;;;
45;643;The EDALM approach (...) successfully connect AR technology to the four stages of Kolb�s experiential learning cycle (...): concrete experience, reflective observation, abstract conceptualization, and active experimentation.;;;;;;;;;;;;;;;;;;;;;
45;644;careful planning in order to avoid technical issues, maintain a proper awareness of how to combine content and technology, and a previous competence about tools and software adopted;;;;;;;;;;;;;;;;;;;;;
45;645;by providing a controlled setting and filtering learning and sensorial inputs, these technologies can make a difference in designing sustainable and personalized experiences;;;;;;;;;;;;;;;;;;;;;
45;646;AR/IVR in online and blended learning can support an immersive �liveness� (...) � i.e., a mediated experience that aims to highlight the �here and now� rather than stage post-produced content;;;;;;;;;;;;;;;;;;;;;
45;647;students can create their own virtual realities and then ask for feedback;;;;;;;;;;;;;;;;;;;;;
46;648;[adding] a layer of utilizing several interactive applications inside classrooms (...) or outside in museums or field trips;;;;;;;;;;;;;;;;;;;;;
46;649;interactive augmented three-dimensional tangible map on which students interact with their fingers;;;;;;;;;;;;;;;;;;;;;
46;650;afford face-to-face interaction among students;;;;;;;;;;;;;;;;;;;;;
46;651;sketch-based interaction (...) for recognition of hand-drawn sketches;;;;;;;;;;;;;;;;;;;;;
46;652;the �augmentation� of learning content into real-world contexts (�) [to] assist students to create conceptual anchors by which new knowledge can be built (�) through engaging and immersive experiences;;;;;;;;;;;;;;;;;;;;;
46;653;the use of MR technology can assist users not only to entail a visually-rich environment with virtual objects inside real-world contexts but also allows them to interact with those objects and their physical counterparts in well-defined instructional settings;;;;;;;;;;;;;;;;;;;;;
46;654;[MR] opportunities for students� participation through collaborative problem-solving learning tasks using real-world objects (�) adds a layer of utilizing several interactive applications inside classrooms (�) or outside in museums or field trips;;;;;;;;;;;;;;;;;;;;;
46;655;engages the major modalities (i.e., sensing systems including visual, auditory, and kinesthetic) that students use to learn.;;;;;;;;;;;;;;;;;;;;;
46;656;improve the realistic nature of the simulation by extending authentic learning tasks inside a vertical screen;;;;;;;;;;;;;;;;;;;;;
46;657;sensor-augmented Virtual Labs, in which students utilize physical interactions with science simulations;;;;;;;;;;;;;;;;;;;;;
46;658;simulation (...) projected on a large floor surface (...) embodied learning tasks;;;;;;;;;;;;;;;;;;;;;
46;659;MR environment enables students to experiment and interact with different media and representations while they engaged from simple to more complex activities (�) An exploratory collaborative problem-solving approach in technology;;;;;;;;;;;;;;;;;;;;;
46;660;desktop collaborative drawing application with Multiple Input Devices metaphors were used to allow students to form �non-linear� narrative structures via zooming/navigation, so as to create, construct, tell and re-tell stories - Computer-supported collaborative learning through storytelling;;;;;;;;;;;;;;;;;;;;;
46;661;a pair of cubes with markers on their sides that trigger augmentations for interactive storytelling - Problem-solving learning tasks using interactive storytelling construction;;;;;;;;;;;;;;;;;;;;;
46;662;a podium surrounded by styrofoam painted to resemble a cave. A curvilinear projection screen, mounted to the underside of the podium, served as a window into a microworld. Interaction with the user, Narrative mapping with the aid of two virtual personas - Problem-solving learning tasks in natural science through narrative mapping;;;;;;;;;;;;;;;;;;;;;
46;663;Students can collaborate and make robots interact according to their story in a physical space augmented by the handheld projectors - Collaborative problem-solving storytelling in robotics education;;;;;;;;;;;;;;;;;;;;;
46;664;Collaborative problem-solving tasks in a science museum;;;;;;;;;;;;;;;;;;;;;
46;665;Problem-solving learning tasks in natural science for organisms (...);;;;;;;;;;;;;;;;;;;;;
46;666;through projection mapping interactive tasks;;;;;;;;;;;;;;;;;;;;;
46;667;[MR system:] AR system that records and displays the students� actions (...) software that generates a visual display based on the recorded data and (...) an augmented carpet. - Collaborative problem-solving (...);;;;;;;;;;;;;;;;;;;;;
46;668;Students wear a QR code hat and choose on a set of QR images while a (...) robot with build-in camera and monitor provides them with augmented experiences in order to support them in storytelling - Collaborative learning in robotics education;;;;;;;;;;;;;;;;;;;;;
46;669;A MR environment based on Makey Makey, Scratch and projections to present historical information and allow students to interact through embodiment in order to help them improve historical thinking. - Collaborative embodied problem-solving exploration in history education;;;;;;;;;;;;;;;;;;;;;
46;670;students do not have to rely only on their imagination to envision what is happening (...) because MR can �augment� the physical world by computer-generated perceptual information and integrate immersive sensations that are perceived as parts of the real-world environment;;;;;;;;;;;;;;;;;;;;;
46;671;Collaborative embodied problem-solving exploration in geography;;;;;;;;;;;;;;;;;;;;;
