origin_id;origin_reference
442;Chang, H.-Y., Wu, H.-K., & Hsu, Y.-S. (2013). Integrating a mobile augmented reality activity to contextualize student learning of a socioscientific issue. British Journal of Educational Technology, 44(3), E95�E99.
443;Huang, H.-W., Wu, C.-W., & Chen, N.-S. (2012). The effectiveness of using procedural scaffoldings in a paper-plus-smartphone collaborative learning context. Computers & Education, 59(2), 250�259.
444;Blake, M. B., & Butcher-Green, J. D. (2009). Agent-customized training for human learning performance enhancement. Computers & Education, 53(3), 966�976.
445;Barak, M., & Ziv, S. (2013). Wandering: A web-based platform for the creation of location-based interactive learning objects. Computers & Education, 62, 159�170.
446;N. Li, L. Chang, Y. X. Gu, & H. L. Duh, H. L, �Influences of ARSupported Simulation on Learning Effectiveness in Face-to-face Collaborative Learning for Physics,� in 11th IEEE International Conference on Advanced Learning Technologie, ICALT 2011, Athens, GA, July 6-8, 2011, pp. 320-322.
447;S. Oh, & Y.C. Byun,� The Design and Implementation of Augmented Reality Learning Systems,� in Computer and Information Science (ICIS), 2012 IEEE/ACIS 11th International Conference, Shanghai, May 30-June 1, 2012, pp. 651-654.
448;W. Matcha, & D. R. A. Rambli, �Preliminary Investigation on the Use of Augmented Reality in Collaborative Learning,� in Informatics Engineering and Information Science, pp. 189-198, Springer Berlin Heidelberg, 2011.
449;Y. C. Chen, �Peer learning in an AR- based learning environment,� in 16th International Conference on Computers in Education, Taipei, Taiwan, 2008, pp. 291�295.
450;P. Campos, S. Pessanha, & J. Jorge, �Fostering collaboration in kindergarten through an augmented reality game,�. International Journal of Virtual Reality, vol.10, no.3, pp. 33, 2011.
451;D. Wagner, D. Schmalstieg, & M. Billinghurst, �Handheld AR for Collaborative Edutainment,� Advances in Artificial Reality and TeleExistence, pp. 85�96, 2006.
452;R. Freitas & P. Campos, �SMART: a SysteM of Augmented Reality for Teaching 2 nd grade students,� in Proceeding of the 22nd British HCI Group Annual Conference on People and Computers: Culture, Creativity, Interaction. vol. 2, 2008, pp. 27-30.
453;C. Boletsis & S. McCallum, �The Table Mystery: An Augmented Reality Collaborative Game for Chemistry Education,� Serious Games Development and Applications. Springer Berlin Heidelberg, pp. 86-95, 2013.
454;Davis, N., Roblyer, M. D., Charania, A., Ferdig, R., Harms, C., Compton, L. K. L., & Cho, M. O. (2007). Illustrating the �virtual� in virtual schooling: Challenges and strategies for creating real tools to prepare virtual teachers. Internet and Higher Education, 10, 27-39.
455;Childress, M. D., & Braswell, R. (2006). Using massively multiplayer online role-playing games for online learning. Distance Education, 27(2), 187-196.
456;Annetta, L., Murray, M., Gull Laird, S., Bohr, S., & Park, J. (2008). Investigating student attitudes toward a synchronous, online graduate course in a multi-user virtual learning environment. Journal of Technology and Teacher Education, 16(1), 5-34.
457;de Winter, J., Winterbottom, M., & Wilson, E. (2010). Developing a user guide to integrating new technologies in science teaching and learning: Teachers� and pupils� perceptions of their affordances. Technology, Pedagogy and Education, 19(2), 261-267.
458;Good, J., Howland, K., & Thackray, L. (2008). Problem-based learning spanning real and virtual worlds: A case study in Second Life. ALT-J, Research in Learning Technology, 16(3), 163-172.
459;Warburton, S. (2009). MUVEs and Second Lives: Exploring education in virtual worlds. Proceedings of the KILT Conference, March 2008. London: King�s College London.
460;Gamage, V., Tretiakov, A., & Crump B. (2011). Teacher perceptions of learning affordances of multi-user virtual environments. Computers & Education, 57, 2406-2413.
461;Mantovani, F. (2001). VR learning: Potential and challenges for the use of 3D environments in education and training. In G. Riva, C. Galimberti (Eds.), Towards cyberpsychology: Mind, cognition and society in the internet age (pp. 207-225). Amsterdam Netherlands: IOS Press.
462;Mayrath, M. C., Traphagan, T., Heikes, E. J., & Trivedi, A. (2011). Instructional design best practices for Second Life: A case study from a college-level English course. Interactive Learning Environments, 19(2), 125-142.
463;O�Connor, E. A. (2009-2010). Instructional and design elements that support effective use of virtual worlds: What graduate student work reveals about Second Life. Journal of Educational Technology Systems, 38(2), 213-234
464;Omale, N., Hung, W.-C., Luetkehans, L, & Cooke-Plagwitz J. (2009). Learning in 3-D multiuser virtual environments: Exploring the use of unique 3-D attributes for online problem-based learning. British Journal of Educational Technology, 40(3), 2009.
465;Dalgarno, B. (2002). The potential of 3D virtual learning environments: A constructivist analysis. Electronic Journal of Instructional Science and Technology, 5(2), 1-19.
466;Jarmon, L., Traphagan, T., Mayrath, M., & Trivedi, A. (2009). Virtual world teaching, experiential learning, and assessment: An interdisciplinary communication course in Second Life. Computers & Education, 53, 169-182.
467;Smith, M. M., & Berge, Z. Z. (2009). Social learning theory in Second Life. The MERLOT Journal of Online Learning and Teaching, 5(2), 439-445.
468;Gorini, A., Gaggioli, A., Vigna, C., & Riva, G. (2008). A second life for eHealth: Prospects for the use of 3-D virtual worlds in clinical psychology. Journal of Medical Internet Research, 10(3), 88-98.
469;Cobb, S. V. G. (2007). Virtual environments supporting learning and communication in special needs education. Topics in Language Disorders, 27(3), 211-225.
470;Schwebel & McClure (2010). Using virtual reality to train children safe streetcrossing skills. Injury Prevention, 16(1), 57.
471;Clark, M. A. (2009). Genome island: A virtual science environment in Second Life. Innovate: Journal of Online Education, 5(6).
472;Molka-Danielsen, J., Deutschmann, M, & Panichi, L. (2009). Designing transient learning spaces in Second Life � a case study based on the Kamimo experience. Designs for Learning, 2(2), 22-33.
473;Compton, L., Davis, N., & Correia, A. (2010). Pre-service teachers� preconceptions, misconceptions, and concerns about virtual schooling. Distance Education, 31(1), 37-54.
474;O�Connor, E. (2008). Becoming a virtual instructor: How can higher education faculty prepare for Second Life? In C. Bonk et al. (Eds.), Proceedings of World Conference on E-Learning in Corporate, Government, Healthcare, and Higher Education 2008 (pp. 1144-1149). Chesapeake, VA: AACE.
475;Hills, J. R., & Hannafin, M. J. (2001). Teaching and learning in digital environments: The resurgence of resource-based learning. Educational Technology Research and Development, 49(3), 37-52.
476;Ellis, M., & Anderson, P. (2011). Learning to teach in second life: A novice adventure in virtual reality. Journal of Instructional Pedagogies, 61-12.
477;O�Connor, E. A., & Sakshaug, L. E. (2008-2009). Preparing for Second Life: Two teacher educators reflect on their initial foray into virtual teaching and learning. Journal of Educational Technology Systems, 37(3), 259-271.
478;Ferdig, R., Cavanaugh, C., DiPietro, M., Black, E., Dawson, K. (2009). Virtual schooling standards and best practices for teacher education. Journal of Technology and Teacher Education, 17(4), 479-503.
479;Nelson, B. C., & Ketelhut, D. J. (2007). Scientific inquiry in educational multiuser virtual environments. Educational Psychological Review, 19, 265-283.
480;Minocha, S., Tran, M. Q., & Reeves, A. J. (2010). Conducting empirical research in virtual worlds: Experiences from two projects in Second Life. Journal of Virtual Worlds Research, 3(1), 3-21.
481;Storey, V. A., & Wolf, A. A. (2010). Utilizing the platform of Second Life to teach future educators. International Journal of Technology in Teaching and Learning, 6(1), 58-70.
482;Gough, R., & Dearnley, J. (2009). Educational campuses in Second Life, 2007- 2009: The development of a framework for campus builders. Innovation in Teaching and Learning in Information and Computer Sciences, 8(3), 19-39.
483;Hew, K., & Cheung, W. (2010). Use of Three-Dimensional (3-D) Immersive Virtual Worlds in K-12 And Higher Education Settings: A review of the research. British Journal of Educational Technology, 41(1), 33-55.
484;Fleck, S., & Simon, G. (2013). An Augmented Reality Environment for Astronomy Learning in Elementary Grades. An Exploratory Study.
485;Lau, K. W., & Lee, P. Y. (2015). The use of virtual reality for creating unusual environmental stimulation to motivate students to explore creative ideas. Interactive Learning Environments, 23, 3-18.
486;Webster, R. (2016) Declarative knowledge acquisition in immersive virtual learning environments. Interactive Learning Environments, 24(6), 1319-1333.
487;Kidd, S. H., & Crompton, H. (2015). Augmented Learning with Augmented Reality. In D. Churchill et al. (Eds.), Mobile Learning Design, Lecture Notes in Educational Technology (pp. 97-108). New York, NY: Springer.
488;Persefoni, K., & Tsinakos, A. (2015). Use of Augmented Reality in terms of creativity in School learning. In Make2Learn 2015 workshop at ICEC�15 (pp. 45-53). New Heaven, CT: CEUR Workshop Proceedings.
489;Schmalstieg, D. et al. (2002). The studierstube augmented reality project. Presence: Teleoperators and Virtual Environments, 11(1), 33-54.
490;Bower, M., Lee, M. J. W., & Dalgarno, B. (2017). Collaborative learning across physical and virtual worlds: Factors supporting and constraining learners in a blended reality environment. British Journal of Educational Technology, 48(2), 407-430.
491;Schuster, K., Richert, A., & Jeschke, S. (2014). New Perspectives for Engineering Education � About the Potential of Mixed reality for Learning and Teaching Processes 407-416.
492;Kaufmann, H., & Meyer, B. (2009). Physics Education in Virtual Reality: An Example. In Themes in Science and Technology Education: Virtual Reality in Education (pp. 117-130). Athen, Greece: Klidarithmos Computer Books.
493;Hodgson, E., et al. (2015). WeaVR: a self-contained and wearable immersive virtual environment simulation system. Behavior research methods, 47(1), 296-307.
494;Chan, L. K. Y., Yuen, K. S. G., & Lau, H. Y. K. (2016). Immersive Learning Environment for Visual Arts. In L.T. De Paolis and A. Mongelli (Eds.), AVR 2016, Part II (pp. 231-240). New York, NY: Springer.
495;Ip, H. H. S., et al. (2016b). Virtual Reality Enabled Training for Social Adaptation in Inclusive Education Settings for School-Aged Children with Autism Spectrum Disorder (ASD). In S.K.S. Cheung et al. (eds.), ICBL 2016, LNCS 975 (pp. 94�102). New York, NY: Springer.
496;Lorenzo, G. et al. (2016). Design and application of an immersive virtual reality system to enhance emotional skills for children with autism spectrum disorders. Computers & Education, 98, 192-205.
497;Fleck, S., Hachet, M., & Bastien, C. J. M. (2015). Marker-based augmented reality: Instructional-design to improve children interactions with astronomical concepts. In Proceedings of the 14th International Conference on Interaction Design and Children (pp. 21-28). New York, NY: ACM.
498;Our Mobile App | National Museum of African American History and Culture. (n.d.). Smithsonian. Retrieved January 11, 2022, from https://nmaahc.si.edu/visit/our-mobile-app .
499;Buettel, J. C., & Brook, B. W. (2016). Egress! How technophilia can reinforce biophilia to improve ecological restoration. Restoration Ecology, 24(6), 843-847.
500;Kysela, J., & �torkov�, P. (2015). Using augmented reality as a medium for teaching history and tourism. Procedia � Social and Behavioral Sciences, 174, 926-931.
501;Vlahakis, V., Ioannidis, M., Karigiannis, J., Tsotros, M., Gounaris, M., Stricker, D., ... & Almeida, L. (2002). Archeoguide: an augmented reality guide for archaeological sites. IEEE Computer Graphics and Applications, 22(5), 52-60.
502;Frischer, B., Abernathy, D., Guidi, G., Myers, J., Thibodeau, C., Salvemini, A., ... & Minor, B. (2008). Rome reborn. In ACM SIGGRAPH 2008 new tech demos (pp. 1-1).
503;Papagiannakis, G., Ponder, M., Molet, T., Kshirsagar, S., Cordier, F., Magnenat-Thalmann, M., & Thalmann, D. (2002). LIFEPLUS: revival of life in ancient Pompeii, virtual systems and multimedia (No. CONF).
504;"Yetao Huang, Yue Liu and Yongtian Wang, ""AR-View: An augmented reality device for digital reconstruction of Yuangmingyuan,"" 2009 IEEE International Symposium on Mixed and Augmented Reality - Arts, Media and Humanities, 2009, pp. 3-7."
505;Reinsmith-Jones, K., Kibbe, S., Crayton, T., & Campbell, E. (2015). Use of second life in social work education: Virtual world experiences and their effect on students. Journal of Social Work Education, 51, 90�108.
506;Ekong, S., et al. (2016) Teacher-Student VR Telepresence with Networked Depth Camera Mesh and Heterogeneous Displays. In G. Bebis et al. (Eds), Advances in Visual Computing. ISVC 2016. Lecture Notes in Computer Science, vol 10073 (pp. 246-258). Berlin, Germany: Springer.
507;Correia, A. et al. (2016). Computer-Simulated 3D Virtual Environments in Collaborative Learning and Training: MetaReview, Refinement, and Roadmap. In Y. Sivan (Ed.), Handbook on 3D3C Platforms (pp. 403-440). Berlin, Germany: Springer.
508;Huang, H. M., Rauch, U., & Liaw, S. S. (2010). Investigating learners� attitudes toward virtual reality learning environments: Based on a constructivist approach. Computers & Education, 55(3), 1171-1182.
509;Merchant, Z., et al. (2014). Effectiveness of virtual reality-based instruction on students� learning outcomes in K-12 and higher education: A meta-analysis. Computers & Education, 70, 29-40.
510;LectureVR. (n.d.). Shaderware. Retrieved January 11, 2022, from https://www.shaderware.com/help-install-lecturevr.html .
511;Djebbari, E., Ailincai, A., & Boissarie, X. (2014). MOBILEARN: Augmented reality in the service of informal learning. In IFLA 2014 (pp. 1-11). Den Haag, Netherlands: IFLA.
512;Wei, X., Weng, D., Liu, Y., & Wang, Y. (2015). Teaching based on augmented reality for a technical creative design course. Computers & Education, 81, 221-234.
513;Zurita, G., & Nussbaum, M. (2004) Mobile Computer Supported Collaborative Learning. Computers & Education, 42(3), 289-314.
514;Ritz, L. T., & Buss, A. R. (2016). A Framework for Aligning Instructional Design Strategies with Affordances of CAVE Immersive Virtual Reality Systems. Techtrends, 60, 549-556.
515;Cabero, J., & Barroso. J. (2016). The educational possibilities of Augmented Reality. New approaches in educational research, 5(1), 44-50.
516;Kalyvioti, K., & Mikropoulos, T. A. (2012). Memory Performance of Dyslexic Adults in Virtual Environments. Procedia Computer Science, 14, 410-418.
517;Passig, D. (2011). The impact of Immersive Virtual Reality on educator�s awareness of the cognitive experiences of pupils with dyslexia. Teachers College Record, 113(1), 181-204.
518;Auslander, P. (2008). Liveness: Performance in a Mediatized Culture. New York, NY: Routledge.
519;Gandolfi, E. (2018). Virtual reality and augmented reality. Handbook of Research on K-12 Online and Blending Learning, 545-561.
520;Johnson-Glenberg, M. C., Birchfield, D. A., Tolentino, L., & Koziupa, T. (2014). Collaborative embodied learning in mixed reality motion-capture environments: Two science studies. Journal of Educational Psychology, 106(1), 86�104.
521;Rogers, Y., Scaife, M., Gabrielli, S., Smith, H., & Harris, E. (2002). A conceptual framework for mixed reality environments: Designing novel learning activities for young children. Presence, 11, 677�686.
522;Palaigeorgiou, G., Karakostas, A., & Skenteridou, K. (2018). Touching and traveling on 3D augmented tangible maps for learning geography: The finger trips approach. Interactive Technology and Smart Education.
523;Birchfield, D., & Megowan-Romanowicz, C. (2009). Earth science learning in SMALLab: A design experiment for mixed-reality. Journal of Computer-Supported Collaborative Learning, 4(4), 403�421.
524;De Lima, E., Feijo, E., Barbosa, S., Furtado, S., Ciarlini, A., & Pozzer, C. (2014). Draw your own story: Paper and pencil interactive storytelling. Entertainment Computing, 5(1), 33�41.
525;Lindgren, R., Tscholl, M., Wang, S., & Johnson, E. (2016). Enhancing learning and engagement through embodied interaction within a mixed reality simulation. Computers & Education, 95, 174�187.
526;Tolentino, L., Birchfield, D., Megowan-Romanowicz, M. C., Johnson-Glenberg, M. C., Kelliher, A., & Martinez, C. (2009). Teaching and learning in the mixed reality science classroom. Journal of Science Education and Technology, 18(6), 501�517.
527;Chao, J., Chiu, J. L., DeJaegher, C. J., & Pan, E. A. (2016). Sensor-augmented virtual labs: Using physical interactions with science simulations to promote understanding of gas behavior. Journal of Science Education and Technology, 25(1), 16�33.
528;Bayon, V., Wilson, R., Stanton, D., & Boltman, A. (2003). Mixed reality storytelling environments. Virtual Reality, 7(1), 54�63.
529;Zhou, Z., Cheok, A., Tedjokusumo, J., & Omer, G. (2008). wIzQubesTM- A novel tangible Interface for interactive storytelling in mixed reality. The International Journal of Virtual Reality, 7(4), 9�15.
530;Sugimoto, M. (2011). A mobile mixed-reality environment for children�s storytelling using a handheld projector and a robot. IEEE Transactions on Learning Technologies, 4(3), 249�260.
531;Kalpakis, S., Palaigeorgiou, G., & Kasvikis, K. (2018). Promoting historical thinking in schools through low fidelity, low-cost, easily reproduceable, tangible and embodied interactions. International Journal of Emerging Technologies in Learning, 13(12), 67�82.
532;Mateu, J., Lasala, M., & Alam�n, X. (2014). VirtualTouch: A tool for developing mixed reality educational applications and an example of use for inclusive education. International Journal of Human-Computer Interaction, 30(10), 815�828.
533;Leonard, S. N. & Fitzgerald, R. N. (2018). Holographic Learning: A Mixed Reality Trial of Microsoft HoloLens in an Australian Secondary School. Research in Learning Technology, 26.
534;Heradio, R., de la Torre, L., Galan, D., Cabrerizo, F., Herrera-Viedma, E., & Dormido, S. (2016). Virtual and Remote Labs in Education: A Bibliometric Analysis. Computers & Education, 98, 14-38.
535;Huang, H., Liaw, S., & Lai, C. (2016). Exploring Learner Acceptance of the Use of Virtual Reality in Medical Education: A Case Study of Desktop and Projection-Based Display Systems. Interactive Learning Environments, 24(1), 3-19.
536;Pejoska, J., Bauters, M., Purma, J., & Leinonen, T. (2016). Social Augmented Reality: Enhancing Context-Dependent Communication and Informal Learning at Work. British Journal of Educational Technology, 47(3), 474-483.
537;Lindsay, L. (2016). Transformation of Teacher Practice Using Mobile Technology with One-To-One Classes: M-Learning Pedagogical Approaches. British Journal of Educational Technology, 47(5), 883-892.
538;Harley, J., Poitras, E., Jarrell, A., Duffy, M., & Lajoie, S. (2016). Comparing Virtual and Location-Based Augmented Reality Mobile Learning: Emotions and Learning Outcomes. Educational Technology Research and Development, 64(3), 359-388.
539;Nagata, J., Giner, J., & Abad, F. (2016). Virtual Heritage of the Territory: Design and Implementation of Educational Resources in Augmented Reality and Mobile Pedestrian Navigation. IEEE-RITA, 11(1), 41-46.
540;Garc�a, A., Guerrero, R., & Granados, J. (2015). Buenas pr�cticas en los entornos virtuales de ense�anza-aprendizaje. Revista Cubana de Educaci�n Superior, 34(3), 76-88. (https://goo.gl/0UIfYt) (2017-01-07).
541;Zimmerman, H. T., Land, S. M., McClain, L. R., Mohney, M. R., Choi, G. W., & Salman, F. H. (2015). Tree investigators: supporting families� scientific talk in an arboretum with mobile computers. International Journal of Science Education, Part B, 5(1), 44�67.
